source_token,source_lemma,target_rendering,block_id
དགྲ་བོ,དགྲ་བོ,怨敌,4-64
ཐམས་ཅད,ཐམས་ཅད,一切,4-64
མ་ལུས,མ་ལུས,无余,4-64
གསོད་མ,གསོད་མ,尽除尊,4-64
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-65
དཀོན་མཆོག་གསུམ,དཀོན་མཆོག་གསུམ,三宝,4-65
མཚོན,མཚོན,印,4-65
ཕྱག་རྒྱའི,ཕྱག་རྒྱའི,手印,4-65
སོར་མོས,སོར་མོས,指,4-65
ཐུགས་ཀར,ཐུགས་ཀར,心间,4-65
རྣམ་པར་བརྒྱན་མ,རྣམ་པར་བརྒྱན་མ,庄严尊,4-65
མ་ལུས,མ་ལུས,无余,4-65
ཕྱོགས་ཀྱི,ཕྱོགས་ཀྱི,方,4-65
འཁོར་ལོ,འཁོར་ལོ,轮相,4-65
བརྒྱན་པའི,བརྒྱན་པའི,遍饰,4-65
རང་གི་འོད་ཀྱི་ཚོགས་རྣམས,རང་གི་འོད་ཀྱི་ཚོགས་རྣམས,自光炽盛,4-65
འཁྲུགས་མ,འཁྲུགས་མ,扰动尊,4-65
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-66
རབ་ཏུ་དགའ་བ,རབ་ཏུ་དགའ་བ,极喜,4-66
བརྗིད་པའི,བརྗིད་པའི,威严尊,4-66
དབུ་བརྒྱན,དབུ་བརྒྱན,头饰,4-66
འོད་ཀྱི་ཕྲེང་བ,འོད་ཀྱི་ཕྲེང་བ,光鬘,4-66
སྤེལ་མ,སྤེལ་མ,广流布尊,4-66
བཞད་པ,བཞད་པ,笑,4-66
རབ་བཞད,རབ་བཞད,朗笑,4-66
ཏུཏྟཱ་ར་ཡིས,ཏུཏྟཱ་ར་ཡིས,嘟嘟塔拉,4-66
བདུད,བདུད,魔众,4-66
དང་,དང་,与,4-66
འཇིག་རྟེན,འཇིག་རྟེན,世间,4-66
དབང་དུ,དབང་དུ,摄伏,4-66
མཛད་མ,མཛད་མ,令入掌握尊,4-66
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-67
ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས,ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས,守护大地诸神灵,4-67
ཐམས་ཅད,ཐམས་ཅད,一切,4-67
འགུགས་པར,འགུགས་པར,能召,4-67
ནུས་པ་ཉིད་མ,ནུས་པ་ཉིད་མ,尊,4-67
ཁྲོ་གཉེར་གཡོ་བའི,ཁྲོ་གཉེར་གཡོ་བའི,忿怒颦眉,4-67
ཡི་གེ་ཧཱུཾ་གིས,ཡི་གེ་ཧཱུཾ་གིས,吽字声,4-67
ཕོངས་པ,ཕོངས་པ,贫苦,4-67
ཐམས་ཅད,ཐམས་ཅད,一切,4-67
རྣམ་པར,རྣམ་པར,尽,4-67
སྒྲོལ་མ,སྒྲོལ་མ,除尊,4-67
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-68
ཟླ་བའི་དུམ་བུའི,ཟླ་བའི་དུམ་བུའི,新月,4-68
དབུ་བརྒྱན,དབུ་བརྒྱན,冠顶饰,4-68
བརྒྱན་པ,བརྒྱན་པ,庄严,4-68
ཐམས་ཅད,ཐམས་ཅད,一切,4-68
ཤིན་ཏུ,ཤིན་ཏུ,极,4-68
འབར་མ,འབར་མ,炽燃尊,4-68
རལ་པའི་ཁྲོད་ནས,རལ་པའི་ཁྲོད་ནས,发髻之中,4-68
འོད་དཔག་མེད,འོད་དཔག་མེད,阿弥陀,4-68
ལས,ལས,从,4-68
རྟག་པར,རྟག་པར,恒常,4-68
ཤིན་ཏུ,ཤིན་ཏུ,极,4-68
འོད་རབ,འོད་རབ,大光明,4-68
མཛད་མ,མཛད་མ,放射尊,4-68
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-69
བསྐལ་པ་ཐ་མའི་མེ,བསྐལ་པ་ཐ་མའི་མེ,劫末火,4-69
ལྟར,ལྟར,如,4-69
འབར་བའི་ཕྲེང་བའི,འབར་བའི་ཕྲེང་བའི,炽燃光鬘,4-69
དབུས་ན,དབུས་ན,之中,4-69
གནས་མ,གནས་མ,安住者,4-69
གཡས་བརྐྱང,གཡས་བརྐྱང,右伸,4-69
གཡོན་བསྐུམ,གཡོན་བསྐུམ,左屈,4-69
ཀུན་ནས་བསྐོར,ཀུན་ནས་བསྐོར,遍旋,4-69
དགའི,དགའི,喜,4-69
དགྲ་ཡི་དཔུང,དགྲ་ཡི་དཔུང,敌军,4-69
རྣམ་པར,རྣམ་པར,极,4-69
འཇོམས་མ,འཇོམས་མ,摧毁尊,4-69
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-70
ས་གཞིའི་ངོས,ས་གཞིའི་ངོས,大地,4-70
ལ,ལ,表面,4-70
ཕྱག་གི,ཕྱག་གི,掌,4-70
མཐིལ་གྱིས,མཐིལ་གྱིས,以,4-70
བསྣུན,བསྣུན,击,4-70
ཅིང,ཅིང,并,4-70
ཞབས་ཀྱིས,ཞབས་ཀྱིས,以双足,4-70
བརྡུང་མ,བརྡུང་མ,践踏者,4-70
ཁྲོ་གཉེར་ཅན་མཛད,ཁྲོ་གཉེར་ཅན་མཛད,忿怒颦眉,4-70
ཡི་གེ་ཧཱུྃ་གིས,ཡི་གེ་ཧཱུྃ་གིས,吽字声,4-70
རིམ་པ་བདུན་པོ་རྣམས,རིམ་པ་བདུན་པོ་རྣམས,七重诸地界,4-70
འགེམས་མ,འགེམས་མ,尽破尊,4-70
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-71
བདེ་མ,བདེ་མ,乐者,4-71
དགེ་མ,དགེ་མ,善者,4-71
ཞི་མ,ཞི་མ,静者,4-71
མྱ་ངན་འདས་ཞི,མྱ་ངན་འདས་ཞི,涅槃寂灭,4-71
སྤྱོད་ཡུལ་ཉིད་མ,སྤྱོད་ཡུལ་ཉིད་མ,行境者,4-71
སྭཱ་ཧཱ,སྭཱ་ཧཱ,娑婆诃,4-71
ཨོཾ,ཨོཾ,唵,4-71
དང་,དང་,与,4-71
ཡང་དག་ལྡན་པས,ཡང་དག་ལྡན་པས,圆满具足,4-71
སྡིག་པ་ཆེན་པོ,སྡིག་པ་ཆེན་པོ,大罪障,4-71
འཇོམས་པ་ཉིད་མ,འཇོམས་པ་ཉིད་མ,能灭者,4-71
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-72
ཀུན་ནས་བསྐོར,ཀུན་ནས་བསྐོར,遍旋,4-72
རབ་དགའ་བའི,རབ་དགའ་བའི,极喜者,4-72
དགྲ་ཡི་ལུས,དགྲ་ཡི་ལུས,敌军之身躯,4-72
རབ་ཏུ,རབ་ཏུ,极,4-72
འགེམས་མ,འགེམས་མ,摧毁尊,4-72
ཡི་གེ་བཅུ་པའི,ཡི་གེ་བཅུ་པའི,十字真言,4-72
ངག,ངག,语,4-72
བཀོད་པའི,བཀོད་པའི,置中者,4-72
རིག་པ,རིག་པ,明咒,4-72
ཧཱུཾ་ལས,ཧཱུཾ་ལས,吽字从,4-72
སྒྲོལ་མ་ཉིད་མ,སྒྲོལ་མ་ཉིད་མ,显度母尊,4-72
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-73
ཏུ་རེའི,ཏུ་རེའི,嘟瑞之,4-73
ཞབས,ཞབས,足,4-73
བརྡབས་པས,བརྡབས་པས,践踏者,4-73
ཧཱུཾ་གི་རྣམ་པའི,ཧཱུཾ་གི་རྣམ་པའི,吽字形相,4-73
ས་བོན,ས་བོན,种子,4-73
ཉིད་མ,ཉིད་མ,者,4-73
རི་རབ,རི་རབ,须弥,4-73
མནྡཱ་ར,མནྡཱ་ར,曼达,4-73
དང་,དང་,与,4-73
འབིགས་བྱེད,འབིགས་བྱེད,持山者,4-73
འཇིག་རྟེན་གསུམ་རྣམས,འཇིག་རྟེན་གསུམ་རྣམས,三界诸世间,4-73
གཡོ་བ,གཡོ་བ,震动,4-73
ཉིད་མ,ཉིད་མ,者,4-73
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-74
ལྷ་ཡི་མཚོ་ཡི,ལྷ་ཡི་མཚོ་ཡི,天湖之,4-74
རྣམ་པའི,རྣམ་པའི,形相,4-74
རི་དྭགས་རྟགས་ཅན,རི་དྭགས་རྟགས་ཅན,鹿印,4-74
ཕྱག་ན,ཕྱག་ན,手中,4-74
བསྣམས་མ,བསྣམས་མ,执持者,4-74
ཏཱ་ར,ཏཱ་ར,塔拉,4-74
གཉིས,གཉིས,二,4-74
བརྗོད,བརྗོད,诵,4-74
ཕཊ་ཀྱི་ཡི་གེས,ཕཊ་ཀྱི་ཡི་གེས,帕字,4-74
དུག་རྣམས,དུག་རྣམས,诸毒,4-74
མ་ལུས་པར,མ་ལུས་པར,无余,4-74
སེལ་མ,སེལ་མ,尽除者,4-74
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-75
ལྷ་ཡི་ཚོགས་རྣམས,ལྷ་ཡི་ཚོགས་རྣམས,天众,4-75
རྒྱལ་པོ,རྒྱལ་པོ,之王尊,4-75
ལྷ,ལྷ,天,4-75
དང་,དང་,与,4-75
མི་འམ་ཅི་ཡིས,མི་འམ་ཅི་ཡིས,紧那罗,4-75
བསྟེན་མ,བསྟེན་མ,所依尊,4-75
ཀུན་ནས་གོ་ཆ,ཀུན་ནས་གོ་ཆ,铠甲,4-75
དགའ་བ,དགའ་བ,喜,4-75
བརྗིད་ཀྱིས,བརྗིད་ཀྱིས,具足威严者,4-75
རྩོད,རྩོད,诤斗,4-75
དང་,དང་,与,4-75
རྨི་ལམ་ངན་པ,རྨི་ལམ་ངན་པ,恶梦境,4-75
སེལ་མ,སེལ་མ,遣除者,4-75
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-76
ཉི་མ,ཉི་མ,日,4-76
ཟླ་བ,ཟླ་བ,月,4-76
རྒྱས་པའི,རྒྱས་པའི,圆满相,4-76
སྤྱན་གཉིས་པོ,སྤྱན་གཉིས་པོ,双目,4-76
ལ,ལ,于,4-76
འོད་རབ་གསལ་མ,འོད་རབ་གསལ་མ,极明光放射者,4-76
ཧ་ར,ཧ་ར,哈拉,4-76
གཉིས,གཉིས,二,4-76
བརྗོད,བརྗོད,诵,4-76
ཏུཏྟཱ་ར་ཡིས,ཏུཏྟཱ་ར་ཡིས,嘟嘟塔拉,4-76
ཤིན་ཏུ་དྲག་པོའི,ཤིན་ཏུ་དྲག་པོའི,剧烈,4-76
རིམས་ནད,རིམས་ནད,瘟疫病,4-76
སེལ་མ,སེལ་མ,尽除者,4-76
ཕྱག་འཚལ,ཕྱག་འཚལ,礼敬,4-77
དེ་ཉིད་གསུམ,དེ་ཉིད་གསུམ,三真如,4-77
རྣམ་བཀོད་པས,རྣམ་བཀོད་པས,安立者,4-77
ཞི་བའི་མཐུ,ཞི་བའི་མཐུ,寂静之威力,4-77
དང་,དང་,与,4-77
ཡང་དག་ལྡན་མ,ཡང་དག་ལྡན་མ,具足者,4-77
གདོན,གདོན,魔类,4-77
དང་,དང་,与,4-77
རོ་ལངས,རོ་ལངས,罗刹,4-77
གནོད་སྦྱིན་ཚོགས་རྣམས,གནོད་སྦྱིན་ཚོགས་རྣམས,药叉众,4-77
འཇོམས་པ,འཇོམས་པ,摧毁者,4-77
ཏུ་རེ,ཏུ་རེ,嘟瑞,4-77
རབ་མཆོག,རབ་མཆོག,最胜,4-77
ཉིད་མ,ཉིད་མ,尊,4-77
སྤྱན་རས་གཟིགས་དབང,སྤྱན་རས་གཟིགས་དབང,观自在尊,5-1
སྙིང་རྗེའི,སྙིང་རྗེའི,慈悲,5-1
ཆུ་གཏེར,ཆུ་གཏེར,海,5-1
ལས,ལས,从,5-1
ཕན་བདེའི,ཕན་བདེའི,利乐,5-1
ཀུན་ད,ཀུན་ད,优昙花,5-1
རྒྱས་པའི,རྒྱས་པའི,盛开,5-1
དཔལ,དཔལ,吉祥,5-1
འཁྲུངས་པ,འཁྲུངས་པ,诞生,5-1
འཕགས་མ་སྒྲོལ་མ,འཕགས་མ་སྒྲོལ་མ,圣救度母,5-1
བདུད་རྩིའི་འོད,བདུད་རྩིའི་འོད,甘露光,5-1
སྣང་ཅན,སྣང་ཅན,具足者,5-1
འཇིགས་བཅས,འཇིགས་བཅས,怖畏,5-1
མུན་པའི་རླབས,མུན་པའི་རླབས,暗浪,5-1
འདི,འདི,此,5-1
ཞི་བར་མཛོད,ཞི་བར་མཛོད,平息,5-1
རྒྱལ་ཀུན,རྒྱལ་ཀུན,众佛,5-2
ཡུམ་གྱུར,ཡུམ་གྱུར,之母,5-2
གདུང་བ,གདུང་བ,苦,5-2
སེལ་བའི,སེལ་བའི,疗除,5-2
སྨན,སྨན,药,5-2
བྱམས་པའི་མ་མ,བྱམས་པའི་མ་མ,慈爱乳母,5-2
སྐྱེ་དགུའི,སྐྱེ་དགུའི,众生,5-2
གཉེན་གཅིག་པུ,གཉེན་གཅིག་པུ,亲,5-2
ཚེ་རབས་ཕྲེང་བར,ཚེ་རབས་ཕྲེང་བར,生生世世,5-2
ཕུལ་དུ་མ་མཆིས་པའི,ཕུལ་དུ་མ་མཆིས་པའི,无与伦,5-2
སྐྱབས,སྐྱབས,皈依,5-2
ཁྱོད,ཁྱོད,您,5-2
སྙིང་པོའི་བར་དུ,སྙིང་པོའི་བར་དུ,至心髓,5-2
སྐྱབས་སུ་བསྟེན,སྐྱབས་སུ་བསྟེན,皈依而依止,5-2
བདག་སོགས,བདག་སོགས,我等,5-3
ལས་ཀྱིས,ལས་ཀྱིས,业力,5-3
མནར་བའི,མནར་བའི,所逼,5-3
འགྲོ་བ་རྣམས,འགྲོ་བ་རྣམས,众生,5-3
གང་དུ་གནས་ཀྱང,གང་དུ་གནས་ཀྱང,无论何处,5-3
ནད,ནད,疾疫,5-3
མཚོན,མཚོན,兵燹,5-3
མུ་གེ,མུ་གེ,饥馑,5-3
སོགས,སོགས,等,5-3
མི་འདོད་དུ་མས,མི་འདོད་དུ་མས,众多不欲,5-3
ཡང་ཡང,ཡང་ཡང,一再,5-3
གཙེས་ལགས་ན,གཙེས་ལགས་ན,遭逼恼,5-3
སྡུག་བསྔལ་འདམ,སྡུག་བསྔལ་འདམ,苦恼泥淖,5-3
ནས,ནས,从,5-3
དྲོངསཤིག,དྲོངསཤིག,请引出,5-3
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-3
བག་ཆགས,བག་ཆགས,习气,5-4
རྗེས་འབྲང,རྗེས་འབྲང,随逐,5-4
རྣམ་རྟོག,རྣམ་རྟོག,分别念,5-4
ཆུ་གཉེར,ཆུ་གཉེར,水纹,5-4
ལྟར,ལྟར,如,5-4
སྐད་ཅིག་རེ་རེར,སྐད་ཅིག་རེ་རེར,刹那刹那,5-4
ངན་འགྲོའི་རྒྱུ,ངན་འགྲོའི་རྒྱུ,恶趣之因,5-4
མང་,མང་,多,5-4
བསགས,བསགས,积集,5-4
འཁོར་བའི,འཁོར་བའི,轮回,5-4
ས་བོན,ས་བོན,种子,5-4
འཛད་དུ་མེད་པ,འཛད་དུ་མེད་པ,无尽,5-4
འདིའི,འདིའི,此,5-4
གཞི་རྩ,གཞི་རྩ,根基,5-4
ད་ལྟ,ད་ལྟ,现在,5-4
ཆོད་ཅིག,ཆོད་ཅིག,请断除,5-4
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-4
དེ,དེ,彼,5-5
རྒྱུ་ཚོགས་ཆེན,རྒྱུ་ཚོགས་ཆེན,大福资粮,5-5
སྔོན་དུ,སྔོན་དུ,先前,5-5
མ་སོང་བས,མ་སོང་བས,未曾积集,5-5
དད་པས,དད་པས,以信心,5-5
རྒྱལ་བའི་བསྟན་སྒོར,རྒྱལ་བའི་བསྟན་སྒོར,佛陀教门,5-5
ཞུགས,ཞུགས,入,5-5
རློམས་ཀྱང,རློམས་ཀྱང,虽自负,5-5
དཀོན་མཆོག་གསུམ,དཀོན་མཆོག་གསུམ,三宝,5-5
ལ,ལ,于,5-5
བློ་གཏད,བློ་གཏད,托付心,5-5
མ་ཁེལ་བའི,མ་ཁེལ་བའི,未坚固,5-5
ལས་སྒྲིབ,ལས་སྒྲིབ,业障,5-5
རྩད་ནས,རྩད་ནས,从根,5-5
ཕྱུང་ཞིག,ཕྱུང་ཞིག,请拔除,5-5
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-5
མངོན་སུམ་དུ,མངོན་སུམ་དུ,现量,5-6
ཡང,ཡང,亦,5-6
སྨིན་པར་གྱུར,སྨིན་པར་གྱུར,成熟已,5-6
མཐོང་ན,མཐོང་ན,见,5-6
ད་དུང,ད་དུང,尚,5-6
ལས,ལས,业,5-6
དང་,དང་,与,5-6
ལས་ཀྱི་འབྲས་བུ,ལས་ཀྱི་འབྲས་བུ,业之果,5-6
ལ,ལ,于,5-6
ཡིད་ཆེས,ཡིད་ཆེས,信心,5-6
མ་སྐྱེས,མ་སྐྱེས,未生,5-6
གཅན་གཟན,གཅན་གཟན,猛兽,5-6
ངུར་སྨྲིག་མདོག,ངུར་སྨྲིག་མདོག,袈裟色,5-6
བདག་ཡིད,བདག་ཡིད,我心,5-6
དགེ་ལ,དགེ་ལ,于善,5-6
དྲོངས་ཤིག,དྲོངས་ཤིག,请引导,5-6
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-6
ཉིན་མཚན,ཉིན་མཚན,昼夜,5-7
སྐད་ཅིག,སྐད་ཅིག,刹那,5-7
མི་རྟག,མི་རྟག,无常,5-7
མི་ཡི་ལུས,མི་ཡི་ལུས,人身,5-7
ཡང་དག་འབྱོར་ལ,ཡང་དག་འབྱོར་ལ,圆满获得,5-7
དོན་ཆེན,དོན་ཆེན,大义,5-7
མ་འགྲུབ་བར,མ་འགྲུབ་བར,未成之前,5-7
བཟློག་པར་དཀའ་བ,བཟློག་པར་དཀའ་བ,难以阻挡,5-7
འཆི་བདག,འཆི་བདག,死主,5-7
ཞགས་པའི་རྒྱུན,ཞགས་པའི་རྒྱུན,索链之流,5-7
ཡེ་ཤེས་རལ་གྲིས,ཡེ་ཤེས་རལ་གྲིས,智慧利剑,5-7
ཆོད་ཅིག,ཆོད་ཅིག,请斩断,5-7
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-7
གནས་སྐབས་སུ,གནས་སྐབས་སུ,暂时,5-8
ཡང,ཡང,亦,5-8
གདོན,གདོན,魔障,5-8
དང་,དང་,与,5-8
རིམས,རིམས,瘟疫,5-8
དུག,དུག,毒,5-8
མཚོན,མཚོན,兵,5-8
གློ་བུར་ཉིད་དུ,གློ་བུར་ཉིད་དུ,突如其来,5-8
གཤིས་ངན,གཤིས་ངན,恶性,5-8
འཆི་བ,འཆི་བ,死亡,5-8
དང་,དང་,与,5-8
མེ,མེ,火,5-8
ཆུ,ཆུ,水,5-8
གཅན,གཅན,猛兽,5-8
སོགས,སོགས,等,5-8
བརྒྱད,བརྒྱད,八,5-8
དང་,དང་,与,5-8
བཅུ་དྲུག,བཅུ་དྲུག,十六,5-8
གི,གི,之,5-8
འཇིགས,འཇིགས,怖畏,5-8
ལས,ལས,从,5-8
མྱུར་ཏུ,མྱུར་ཏུ,速速,5-8
སྐྱོབས་ཤིག,སྐྱོབས་ཤིག,请救护,5-8
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-8
བདག་འཛིན་ངན,བདག་འཛིན་ངན,执我恶习,5-9
གོམས,གོམས,串习,5-9
སེམས་ཀྱི་རྒྱུན,སེམས་ཀྱི་རྒྱུན,心识之流,5-9
ཇི་སྲིད,ཇི་སྲིད,乃至,5-9
དེ་སྲིད,དེ་སྲིད,尔时,5-9
སྡུག་བསྔལ་ཆུ་བོ,སྡུག་བསྔལ་ཆུ་བོ,苦河,5-9
རྟག,རྟག,恒常,5-9
འབབས་པས,འབབས་པས,流淌,5-9
ཕུང་སོགས,ཕུང་སོགས,五蕴等,5-9
རང་བཞིན,རང་བཞིན,自性,5-9
ཡོངས་སུ་ཤེས་པ་ཡི,ཡོངས་སུ་ཤེས་པ་ཡི,彻底了知之,5-9
རྟོགས་པའི་སྒྲོན་མེ,རྟོགས་པའི་སྒྲོན་མེ,证悟之灯,5-9
སྤོར་ཞིག,སྤོར་ཞིག,请点亮,5-9
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-9
འགྲོ་རྣམས,འགྲོ་རྣམས,众生,5-10
མར,མར,为母,5-10
ཤེས,ཤེས,视,5-10
བྱམས,བྱམས,慈,5-10
དང་,དང་,与,5-10
སྙིང་བརྩེ་བ,སྙིང་བརྩེ་བ,悲心,5-10
ཚིག་ཙམ་མིན་པར,ཚིག་ཙམ་མིན་པར,非仅口头,5-10
གཞན་གྱི་སྡུག་བསྔལ,གཞན་གྱི་སྡུག་བསྔལ,他人之苦,5-10
དང་,དང་,与,5-10
བདག་བདེ,བདག་བདེ,自乐,5-10
དངོས་སུ་བརྗེ་བའི,དངོས་སུ་བརྗེ་བའི,实际交换之,5-10
དཔའ་རྣམས་ཀྱི,དཔའ་རྣམས་ཀྱི,勇猛者们之,5-10
སྙིང་སྟོབས,སྙིང་སྟོབས,心力,5-10
རླབས་ཆེན,རླབས་ཆེན,广大,5-10
སྐྱེད་ཅིག,སྐྱེད་ཅིག,请生起,5-10
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-10
ཚེ་རབས་ཀུན་ཏུ,ཚེ་རབས་ཀུན་ཏུ,一切生世,5-11
ཕྱིན་ཅི་མ་ལོག་པའི,ཕྱིན་ཅི་མ་ལོག་པའི,不颠倒,5-11
དགེ་བའི་བཤེས,དགེ་བའི་བཤེས,善知识,5-11
མཇལ,མཇལ,值遇,5-11
དེས,དེས,以彼,5-11
བསྟན་ཆོས་ཀུན,བསྟན་ཆོས་ཀུན,一切教法,5-11
རྟོགས,རྟོགས,通达,5-11
བྱང་ཆུབ་བར་དུ,བྱང་ཆུབ་བར་དུ,直至菩提,5-11
ཚེ,ཚེ,寿命,5-11
དང་,དང་,与,5-11
ཐར,ཐར,解脱,5-11
སོགས,སོགས,等,5-11
ལ,ལ,于,5-11
བར་གཅོད,བར་གཅོད,阻碍,5-11
བདུད་དཔུང,བདུད་དཔུང,魔军,5-11
གཞོམས་ཤིག,གཞོམས་ཤིག,请摧毁,5-11
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-11
བློ་མིག,བློ་མིག,心眼,5-12
རྡུལ་བྲལ,རྡུལ་བྲལ,离垢,5-12
ཟབ་མོའི,ཟབ་མོའི,深奥,5-12
ཤེས་རབ,ཤེས་རབ,智慧,5-12
ལྡན,ལྡན,具,5-12
ཉོན་མོངས,ཉོན་མོངས,烦恼,5-12
བགས་ཀྱིས,བགས་ཀྱིས,以善巧,5-12
ཆུང་བའི,ཆུང་བའི,渐微薄,5-12
ཟོ་བཟང་བས,ཟོ་བཟང་བས,令,5-12
བསླབ་ལ,བསླབ་ལ,学处于,5-12
རབ་གུས,རབ་གུས,极敬,5-12
དྲན,དྲན,正念,5-12
དང་,དང་,与,5-12
ཤེས་བཞིན་པར,ཤེས་བཞིན་པར,正知,5-12
བདག་རྒྱུད,བདག་རྒྱུད,我心,5-12
ཆོས་དང་,ཆོས་དང་,法与,5-12
བསྲེས་ཤིག,བསྲེས་ཤིག,请融合,5-12
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-12
ནམ་ཞིག,ནམ་ཞིག,何时,5-13
ཚེ་ཡི་འཕེན་པ,ཚེ་ཡི་འཕེན་པ,寿命之推动力,5-13
རྫོགས་པའི་ཚེ,རྫོགས་པའི་ཚེ,圆满之时,5-13
གནད་གཅོད་མེད་པར,གནད་གཅོད་མེད་པར,不恐惧,5-13
འདུ་ཤེས་བཅུ,འདུ་ཤེས་བཅུ,十种想,5-13
རྟོགས་ནས,རྟོགས་ནས,了知已,5-13
སྐྱེ་འགག་མཐའ་བྲལ,སྐྱེ་འགག་མཐའ་བྲལ,生灭离边,5-13
དབྱིངས་སུ,དབྱིངས་སུ,法界于,5-13
ལ་བཟླ་བའི,ལ་བཟླ་བའི,融入之,5-13
འོད་གསལ,འོད་གསལ,光明,5-13
རང་ངོ,རང་ངོ,本性,5-13
སྤྲོད་ཅིག,སྤྲོད་ཅིག,请直指,5-13
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-13
བར་དོ,བར་དོ,中阴,5-14
སྐད་ཅིག,སྐད་ཅིག,刹那,5-14
ཡུད་ཙམ,ཡུད་ཙམ,片刻,5-14
ཤར་ན,ཤར་ན,现起,5-14
ཡང,ཡང,纵使,5-14
དག་སྣང་དཀྱིལ་འཁོར,དག་སྣང་དཀྱིལ་འཁོར,净相坛城,5-14
འཁོར་ལོའི,འཁོར་ལོའི,轮之,5-14
སྤྲོ་བསྡུ,སྤྲོ་བསྡུ,收放,5-14
རྫོགས,རྫོགས,圆满,5-14
མངོན་དགའ,མངོན་དགའ,妙喜,5-14
བདེ་ལྡན,བདེ་ལྡན,极乐,5-14
པདྨོ་བཀོད,པདྨོ་བཀོད,莲花庄严,5-14
ལ,ལ,于,5-14
སོགས,སོགས,等,5-14
དག་པའི་ཞིང་དུ,དག་པའི་ཞིང་དུ,清净刹土,5-14
སྐྱོལ་ཞིག,སྐྱོལ་ཞིག,请接引,5-14
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-14
བསམ་བཞིན,བསམ་བཞིན,愿力,5-15
སྲིད་པར་འཇུག་པ,སྲིད་པར་འཇུག་པ,入轮回示现,5-15
མ་གཏོགས་པ,མ་གཏོགས་པ,除外,5-15
དབང་མེད་ལས་ཀྱིས,དབང་མེད་ལས་ཀྱིས,无权之业力所迫,5-15
འཁོར་བར,འཁོར་བར,轮回于,5-15
མི་འཁོར་བར,མི་འཁོར་བར,不流转,5-15
ཚེ་འོད་མཐའ་ཡས,ཚེ་འོད་མཐའ་ཡས,无量寿佛,5-15
རྒྱལ་བའི,རྒྱལ་བའི,胜者,5-15
ཞབས་དྲུང་དུ,ཞབས་དྲུང་དུ,足下,5-15
ལུང་སྟོན,ལུང་སྟོན,授记,5-15
ལམ་སྣ་དྲོངསཤིག,ལམ་སྣ་དྲོངསཤིག,请指引前路,5-15
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-15
སངས་རྒྱས,སངས་རྒྱས,诸佛,5-16
འབྱོན,འབྱོན,已现,5-16
དང་,དང་,与,5-16
མ་བྱོན,མ་བྱོན,未现,5-16
ཞིང,ཞིང,之刹土,5-16
རྒྱ་མཚོ,རྒྱ་མཚོ,海,5-16
མཐའ་ཡས,མཐའ་ཡས,无边,5-16
ཀུན་ཏུ,ཀུན་ཏུ,尽处,5-16
དམ་ཆོས,དམ་ཆོས,正法,5-16
སྲོག་ལྟར,སྲོག་ལྟར,命如,5-16
བཟུང,བཟུང,执持,5-16
བྱང་ཆུབ་སྤྱོད་མཆོག,བྱང་ཆུབ་སྤྱོད་མཆོག,无上菩提行,5-16
རྫོགས་པར,རྫོགས་པར,圆满,5-16
སྟོན་བགྱིད་པའི,སྟོན་བགྱིད་པའི,宣说者之,5-16
སྨོན་ལམ,སྨོན་ལམ,誓愿,5-16
འགྲུབ་པར,འགྲུབ་པར,成就,5-16
མཛོད་ཅིག,མཛོད་ཅིག,请令,5-16
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-16
ཐོག་མེད་ནས,ཐོག་མེད་ནས,无始以来,5-17
བསགས,བསགས,所积,5-17
སྡིག,སྡིག,罪,5-17
སྒྲིབ,སྒྲིབ,障,5-17
